date,location,latitude,longitude,zone,kota_adm,population_density,day_of_week,day_of_month,month,year,day_of_year,is_weekend,season,weather,temperature_c,humidity_pct,rainfall_mm,event_name,event_visitors,has_event,volume_kg,organic_kg,anorganic_kg,recyclable_kg
2024-05-17,Jakarta Barat - Kebon Jeruk,-6.1901,106.7673,urban,Jakarta Barat,17500,4,17,5,2024,138,0,Kemarau,Berawan,34.4,72.1,0.0,Tidak Ada,0,0,352006.8,219686.53,132320.28,69246.6
2024-05-17,Jakarta Selatan - Kebayoran Baru,-6.2447,106.7969,urban,Jakarta Selatan,14800,4,17,5,2024,138,0,Kemarau,Berawan,27.7,67.2,6.8,Tidak Ada,0,0,231414.42,136539.67,94874.75,38824.74
2024-05-17,Jakarta Selatan - Tebet,-6.2262,106.8492,urban,Jakarta Selatan,21200,4,17,5,2024,138,0,Kemarau,Berawan,29.9,56.0,1.6,Tidak Ada,0,0,423266.31,274187.71,149078.6,74325.78
2024-05-17,Jakarta Selatan - Pancoran,-6.248,106.8418,urban,Jakarta Selatan,17600,4,17,5,2024,138,0,Kemarau,Berawan,29.0,61.8,0.0,Tidak Ada,0,0,335451.6,187028.84,148422.76,45829.92
2024-05-17,Jakarta Selatan - Jagakarsa,-6.3325,106.8256,suburban,Jakarta Selatan,11500,4,17,5,2024,138,0,Kemarau,Berawan,27.5,64.1,0.0,Tidak Ada,0,0,171518.73,110033.62,61485.1,37025.79
2024-05-17,Jakarta Timur - Jatinegara,-6.2194,106.8706,komersial,Jakarta Timur,21800,4,17,5,2024,138,0,Kemarau,Berawan,30.5,60.3,0.0,Tidak Ada,0,0,431268.25,244515.29,186752.96,79648.71
2024-05-17,Jakarta Timur - Cakung,-6.1824,106.9372,industri,Jakarta Timur,14200,4,17,5,2024,138,0,Kemarau,Berawan,27.3,61.4,0.0,Tidak Ada,0,0,192626.43,110951.86,81674.57,31845.79
2024-05-17,Jakarta Timur - Duren Sawit,-6.2361,106.91,urban,Jakarta Timur,17300,4,17,5,2024,138,0,Kemarau,Berawan,27.7,76.6,0.0,Tidak Ada,0,0,356619.81,205803.78,150816.03,47544.02
2024-05-17,Jakarta Timur - Matraman,-6.2026,106.8589,urban,Jakarta Timur,36200,4,17,5,2024,138,0,Kemarau,Berawan,34.9,67.7,0.0,Tidak Ada,0,0,743481.78,477254.08,266227.7,95370.01
2024-05-17,Kepulauan Seribu - Pulau Pramuka,-5.744,106.6145,wisata,Kepulauan Seribu,450,4,17,5,2024,138,0,Kemarau,Berawan,35.9,63.7,0.0,Tidak Ada,0,0,9889.88,6208.47,3681.41,1661.87
2024-05-18,Jakarta Pusat - Menteng,-6.1944,106.8367,urban,Jakarta Pusat,12500,5,18,5,2024,139,1,Kemarau,Hujan Ringan,27.3,58.1,1.1,Tidak Ada,0,0,285791.83,173449.39,112342.44,36110.14
2024-05-18,Jakarta Pusat - Tanah Abang,-6.1857,106.811,komersial,Jakarta Pusat,22000,5,18,5,2024,139,1,Kemarau,Hujan Ringan,32.3,71.7,12.6,Tidak Ada,0,0,541644.81,338523.17,203121.64,114458.53
2024-05-18,Jakarta Pusat - Kemayoran,-6.1567,106.8557,urban,Jakarta Pusat,26500,5,18,5,2024,139,1,Kemarau,Hujan Ringan,29.3,61.3,9.8,Tidak Ada,0,0,508218.76,291772.7,216446.06,71407.04
2024-05-18,Jakarta Pusat - Gambir,-6.1754,106.8272,pemerintahan,Jakarta Pusat,9800,5,18,5,2024,139,1,Kemarau,Hujan Ringan,29.4,55.5,1.7,Tidak Ada,0,0,187492.33,117313.93,70178.4,23378.35
2024-05-18,Jakarta Utara - Tanjung Priok,-6.1247,106.877,industri,Jakarta Utara,13500,5,18,5,2024,139,1,Kemarau,Hujan Ringan,34.3,77.3,1.7,Tidak Ada,0,0,151370.88,95838.53,55532.35,22823.36
2024-05-18,Jakarta Utara - Penjaringan,-6.1171,106.796,urban,Jakarta Utara,19200,5,18,5,2024,139,1,Kemarau,Hujan Ringan,32.8,73.5,15.7,Tidak Ada,0,0,371407.49,219893.14,151514.36,73712.07
2024-05-18,Jakarta Utara - Kelapa Gading,-6.1588,106.9054,komersial,Jakarta Utara,11800,5,18,5,2024,139,1,Kemarau,Hujan Ringan,32.7,67.8,7.0,Tidak Ada,0,0,287457.03,186285.46,101171.57,51974.76
2024-05-18,Jakarta Barat - Cengkareng,-6.144,106.7284,urban,Jakarta Barat,21500,5,18,5,2024,139,1,Kemarau,Hujan Ringan,35.2,61.9,0.7,Tidak Ada,0,0,451793.87,273219.92,178573.95,74587.12
2024-05-18,Jakarta Barat - Grogol Petamburan,-6.1684,106.7851,komersial,Jakarta Barat,19800,5,18,5,2024,139,1,Kemarau,Hujan Ringan,34.6,72.7,4.1,Tidak Ada,0,0,561171.84,353340.27,207831.58,93117.87
2024-05-18,Jakarta Barat - Tambora,-6.1503,106.8043,urban,Jakarta Barat,44400,5,18,5,2024,139,1,Kemarau,Hujan Ringan,30.1,67.4,9.0,Tidak Ada,0,0,771514.85,440467.92,331046.93,137302.64
2024-05-18,Jakarta Barat - Kebon Jeruk,-6.1901,106.7673,urban,Jakarta Barat,17500,5,18,5,2024,139,1,Kemarau,Hujan Ringan,28.6,71.0,0.0,Tidak Ada,0,0,442741.36,261230.71,181510.65,84017.59
2024-05-18,Jakarta Selatan - Kebayoran Baru,-6.2447,106.7969,urban,Jakarta Selatan,14800,5,18,5,2024,139,1,Kemarau,Hujan Ringan,32.4,60.1,1.8,Tidak Ada,0,0,333632.13,200687.6,132944.53,72501.94
2024-05-18,Jakarta Selatan - Tebet,-6.2262,106.8492,urban,Jakarta Selatan,21200,5,18,5,2024,139,1,Kemarau,Hujan Ringan,31.9,67.3,8.2,Tidak Ada,0,0,412704.13,241333.66,171370.47,50837.09
2024-05-18,Jakarta Selatan - Pancoran,-6.248,106.8418,urban,Jakarta Selatan,17600,5,18,5,2024,139,1,Kemarau,Hujan Ringan,29.9,57.1,1.6,Tidak Ada,0,0,389136.38,219035.08,170101.3,59541.74
2024-05-18,Jakarta Selatan - Jagakarsa,-6.3325,106.8256,suburban,Jakarta Selatan,11500,5,18,5,2024,139,1,Kemarau,Hujan Ringan,30.4,55.1,2.0,Tidak Ada,0,0,209255.53,125797.25,83458.28,28395.51
2024-05-18,Jakarta Timur - Jatinegara,-6.2194,106.8706,komersial,Jakarta Timur,21800,5,18,5,2024,139,1,Kemarau,Hujan Ringan,29.1,72.5,3.2,Tidak Ada,0,0,528192.96,318848.47,209344.49,112190.39
2024-05-18,Jakarta Timur - Cakung,-6.1824,106.9372,industri,Jakarta Timur,14200,5,18,5,2024,139,1,Kemarau,Hujan Ringan,28.2,70.8,4.3,Tidak Ada,0,0,287607.07,159976.87,127630.2,38761.93
2024-05-18,Jakarta Timur - Duren Sawit,-6.2361,106.91,urban,Jakarta Timur,17300,5,18,5,2024,139,1,Kemarau,Hujan Ringan,30.2,64.1,6.3,Tidak Ada,0,0,371360.7,205380.0,165980.7,76768.24
2024-05-18,Jakarta Timur - Matraman,-6.2026,106.8589,urban,Jakarta Timur,36200,5,18,5,2024,139,1,Kemarau,Hujan Ringan,34.6,57.1,0.6,Tidak Ada,0,0,763846.38,434039.2,329807.18,134739.83
2024-05-18,Kepulauan Seribu - Pulau Pramuka,-5.744,106.6145,wisata,Kepulauan Seribu,450,5,18,5,2024,139,1,Kemarau,Hujan Ringan,30.2,69.9,4.0,Tidak Ada,0,0,10045.11,5869.28,4175.82,1681.52
2024-05-19,Jakarta Pusat - Menteng,-6.1944,106.8367,urban,Jakarta Pusat,12500,6,19,5,2024,140,1,Kemarau,Berawan,32.1,63.7,5.8,Jakarta Marathon,25946,1,315529.44,191139.6,124389.84,56370.45
2024-05-19,Jakarta Pusat - Tanah Abang,-6.1857,106.811,komersial,Jakarta Pusat,22000,6,19,5,2024,140,1,Kemarau,Berawan,31.5,62.6,1.6,Jakarta Marathon,25946,1,597417.96,364876.32,232541.64,86288.25
2024-05-19,Jakarta Pusat - Kemayoran,-6.1567,106.8557,urban,Jakarta Pusat,26500,6,19,5,2024,140,1,Kemarau,Berawan,27.8,73.5,0.0,Jakarta Marathon,25946,1,502604.07,300949.76,201654.31,103074.92
2024-05-19,Jakarta Pusat - Gambir,-6.1754,106.8272,pemerintahan,Jakarta Pusat,9800,6,19,5,2024,140,1,Kemarau,Berawan,35.8,66.3,7.5,Tidak Ada,0,0,168551.08,108165.9,60385.18,20315.46
2024-05-19,Jakarta Utara - Tanjung Priok,-6.1247,106.877,industri,Jakarta Utara,13500,6,19,5,2024,140,1,Kemarau,Berawan,31.3,74.3,5.8,Tidak Ada,0,0,229205.47,142530.44,86675.03,39767.99
2024-05-19,Jakarta Utara - Penjaringan,-6.1171,106.796,urban,Jakarta Utara,19200,6,19,5,2024,140,1,Kemarau,Berawan,33.4,72.7,6.2,Jakarta Marathon,25946,1,352794.96,220011.66,132783.3,61027.88
2024-05-19,Jakarta Utara - Kelapa Gading,-6.1588,106.9054,komersial,Jakarta Utara,11800,6,19,5,2024,140,1,Kemarau,Berawan,32.3,63.5,0.0,Jakarta Marathon,25946,1,277349.59,178391.65,98957.93,42174.95
2024-05-19,Jakarta Barat - Cengkareng,-6.144,106.7284,urban,Jakarta Barat,21500,6,19,5,2024,140,1,Kemarau,Berawan,33.2,57.0,0.0,Jakarta Marathon,25946,1,524423.26,317219.54,207203.72,73510.01
2024-05-19,Jakarta Barat - Grogol Petamburan,-6.1684,106.7851,komersial,Jakarta Barat,19800,6,19,5,2024,140,1,Kemarau,Berawan,28.0,74.6,0.0,Jakarta Marathon,25946,1,461449.97,281766.05,179683.92,92026.48
2024-05-19,Jakarta Barat - Tambora,-6.1503,106.8043,urban,Jakarta Barat,44400,6,19,5,2024,140,1,Kemarau,Berawan,28.8,63.7,10.5,Jakarta Marathon,25946,1,847245.81,545027.98,302217.83,185625.58
2024-05-19,Jakarta Barat - Kebon Jeruk,-6.1901,106.7673,urban,Jakarta Barat,17500,6,19,5,2024,140,1,Kemarau,Berawan,34.5,72.3,4.8,Jakarta Marathon,25946,1,360228.62,199858.25,160370.37,71379.82
2024-05-19,Jakarta Selatan - Kebayoran Baru,-6.2447,106.7969,urban,Jakarta Selatan,14800,6,19,5,2024,140,1,Kemarau,Berawan,32.7,75.9,5.4,Jakarta Marathon,25946,1,314600.96,178894.84,135706.11,45167.0
2024-05-19,Jakarta Selatan - Tebet,-6.2262,106.8492,urban,Jakarta Selatan,21200,6,19,5,2024,140,1,Kemarau,Berawan,33.4,75.7,0.0,Jakarta Marathon,25946,1,463677.03,286690.67,176986.35,76597.06
2024-05-19,Jakarta Selatan - Pancoran,-6.248,106.8418,urban,Jakarta Selatan,17600,6,19,5,2024,140,1,Kemarau,Berawan,30.2,64.0,14.0,Jakarta Marathon,25946,1,493815.63,293264.5,200551.14,87775.05
2024-05-19,Jakarta Selatan - Jagakarsa,-6.3325,106.8256,suburban,Jakarta Selatan,11500,6,19,5,2024,140,1,Kemarau,Berawan,30.9,62.7,3.3,Tidak Ada,0,0,147761.17,84652.75,63108.42,25752.55
2024-05-19,Jakarta Timur - Jatinegara,-6.2194,106.8706,komersial,Jakarta Timur,21800,6,19,5,2024,140,1,Kemarau,Berawan,31.5,72.1,8.5,Jakarta Marathon,25946,1,558611.97,316550.36,242061.6,116114.71
2024-05-19,Jakarta Timur - Cakung,-6.1824,106.9372,industri,Jakarta Timur,14200,6,19,5,2024,140,1,Kemarau,Berawan,28.8,71.4,8.0,Tidak Ada,0,0,241364.41,151542.38,89822.03,32418.33
2024-05-19,Jakarta Timur - Duren Sawit,-6.2361,106.91,urban,Jakarta Timur,17300,6,19,5,2024,140,1,Kemarau,Berawan,30.4,65.5,2.8,Jakarta Marathon,25946,1,407117.6,228104.57,179013.03,70695.21
2024-05-19,Jakarta Timur - Matraman,-6.2026,106.8589,urban,Jakarta Timur,36200,6,19,5,2024,140,1,Kemarau,Berawan,30.7,72.8,15.5,Jakarta Marathon,25946,1,735766.43,444392.67,291373.76,124076.52
2024-05-19,Kepulauan Seribu - Pulau Pramuka,-5.744,106.6145,wisata,Kepulauan Seribu,450,6,19,5,2024,140,1,Kemarau,Berawan,32.4,74.0,2.3,Tidak Ada,0,0,10897.13,6609.66,4287.47,2088.09
2024-05-20,Jakarta Pusat - Menteng,-6.1944,106.8367,urban,Jakarta Pusat,12500,0,20,5,2024,141,0,Kemarau,Hujan Lebat,32.5,76.0,0.0,Jakarta Marathon,25946,1,276907.26,164028.7,112878.56,41201.85
2024-05-20,Jakarta Pusat - Tanah Abang,-6.1857,106.811,komersial,Jakarta Pusat,22000,0,20,5,2024,141,0,Kemarau,Hujan Lebat,35.3,73.2,0.0,Jakarta Marathon,25946,1,697194.25,424797.87,272396.38,90789.52
2024-05-20,Jakarta Pusat - Kemayoran,-6.1567,106.8557,urban,Jakarta Pusat,26500,0,20,5,2024,141,0,Kemarau,Hujan Lebat,27.9,74.3,9.5,Jakarta Marathon,25946,1,625313.91,348232.41,277081.5,79872.66
2024-05-20,Jakarta Pusat - Gambir,-6.1754,106.8272,pemerintahan,Jakarta Pusat,9800,0,20,5,2024,141,0,Kemarau,Hujan Lebat,30.0,62.2,0.5,Tidak Ada,0,0,192887.72,109682.15,83205.57,39300.7
2024-05-20,Jakarta Utara - Tanjung Priok,-6.1247,106.877,industri,Jakarta Utara,13500,0,20,5,2024,141,0,Kemarau,Hujan Lebat,28.9,73.1,0.0,Tidak Ada,0,0,277406.69,163095.87,114310.82,53934.79
2024-05-20,Jakarta Utara - Penjaringan,-6.1171,106.796,urban,Jakarta Utara,19200,0,20,5,2024,141,0,Kemarau,Hujan Lebat,35.3,65.7,4.2,Jakarta Marathon,25946,1,437987.11,259047.68,178939.43,90379.44
2024-05-20,Jakarta Utara - Kelapa Gading,-6.1588,106.9054,komersial,Jakarta Utara,11800,0,20,5,2024,141,0,Kemarau,Hujan Lebat,35.2,60.7,2.8,Jakarta Marathon,25946,1,373009.53,227053.45,145956.09,45986.36
2024-05-20,Jakarta Barat - Cengkareng,-6.144,106.7284,urban,Jakarta Barat,21500,0,20,5,2024,141,0,Kemarau,Hujan Lebat,34.0,61.4,4.4,Jakarta Marathon,25946,1,475390.52,263075.37,212315.15,71854.0
2024-05-20,Jakarta Barat - Grogol Petamburan,-6.1684,106.7851,komersial,Jakarta Barat,19800,0,20,5,2024,141,0,Kemarau,Hujan Lebat,31.1,67.8,0.0,Jakarta Marathon,25946,1,538541.86,323942.28,214599.58,117162.01
2024-05-20,Jakarta Barat - Tambora,-6.1503,106.8043,urban,Jakarta Barat,44400,0,20,5,2024,141,0,Kemarau,Hujan Lebat,29.8,64.1,8.6,Jakarta Marathon,25946,1,1127131.33,640713.62,486417.71,169024.15
2024-05-20,Jakarta Barat - Kebon Jeruk,-6.1901,106.7673,urban,Jakarta Barat,17500,0,20,5,2024,141,0,Kemarau,Hujan Lebat,32.6,63.7,1.4,Jakarta Marathon,25946,1,498734.4,291729.05,207005.35,83200.46
2024-05-20,Jakarta Selatan - Kebayoran Baru,-6.2447,106.7969,urban,Jakarta Selatan,14800,0,20,5,2024,141,0,Kemarau,Hujan Lebat,31.7,67.3,8.8,Jakarta Marathon,25946,1,382892.26,221849.48,161042.77,73287.84
2024-05-20,Jakarta Selatan - Tebet,-6.2262,106.8492,urban,Jakarta Selatan,21200,0,20,5,2024,141,0,Kemarau,Hujan Lebat,30.0,56.7,0.0,Jakarta Marathon,25946,1,502320.91,314721.95,187598.96,65451.48
2024-05-20,Jakarta Selatan - Pancoran,-6.248,106.8418,urban,Jakarta Selatan,17600,0,20,5,2024,141,0,Kemarau,Hujan Lebat,34.2,77.5,7.6,Jakarta Marathon,25946,1,525407.84,336126.01,189281.83,90715.79
